FaceID,dPostion,dWidth,dTime,score
0,4.242640687119285,0.070422535211267609,0.249895,0.2191560718452612
1,393.0814165029937,0.43494423791821563,0.250511,0.0025395737218289233
0,392.7594683772754,0.8098591549295775,0.250681,0.0025392310658035652
1,5.0,0.044609665427509292,0.250744,0.18884479926786291
0,3.1622776601683795,0.0065789473684210523,0.137569,0.30244140310326639
1,388.9730067755345,0.41245136186770426,0.13773,0.0025672412591962448
0,381.13645850272576,0.80921052631578949,0.137878,0.0026172286343541288
1,11.180339887498949,0.070038910505836577,0.137958,0.087809134708344602
0,378.9168774282824,0.7483443708609272,0.133611,0.0026329728099213252
1,3.605551275463989,0.040000000000000001,0.133771,0.26459770485628392
2,4.123105625617661,0.020833333333333332,0.13417,0.23374813722491147
3,375.4210969031975,0.45555555555555555,0.134289,0.0026594970777192024
2,371.3165765219754,0.84722222222222221,0.134435,0.0026860186521515707
3,2.0,0.014814814814814815,0.134497,0.46526520400957283
2,3.0,0.054421768707482991,0.132865,0.31374647860930405
3,371.9274122728789,0.47744360902255639,0.133056,0.0026842905597135864
2,363.5340424224394,0.83673469387755106,0.133148,0.0027434546820885117
3,13.341664064126334,0.015037593984962405,0.133286,0.074129052252966093
2,2.23606797749979,0.014388489208633094,0.134302,0.41932967801986926
3,360.96675747220826,0.49259259259259258,0.134453,0.0027655341201209441
2,335.4891950570092,0.80575539568345322,0.13459,0.0029723905892877914
3,30.805843601498726,0.070370370370370375,0.134682,0.032246730339785395
2,4.47213595499958,0.029197080291970802,0.134075,0.21573073877995802
3,332.73713348527843,0.43824701195219123,0.134204,0.0030002137547542043
2,317.11985116040904,0.81751824817518248,0.134359,0.0031439449365818317
3,23.769728648009426,0.0079681274900398405,0.134445,0.041819758739662809
2,4.0,0.0070921985815602835,0.139398,0.24116781955545971
3,310.81344887247076,0.43775100401606426,0.139518,0.0032113995138308852
2,294.27877939124323,0.84397163120567376,0.139674,0.0033868176755778175
3,20.615528128088304,0.044176706827309238,0.139766,0.048078146215206688
2,1.0,0.014285714285714285,0.136853,0.86870503753364225
3,289.836160614924,0.46923076923076923,0.136992,0.0034430236673734563
2,272.88275870783775,0.84285714285714286,0.13713,0.0036514641554977402
3,22.20360331117452,0.0076923076923076927,0.137202,0.044745737143233731
2,3.1622776601683795,0.0,0.142774,0.30256713141635244
3,271.38901967470974,0.46511627906976744,0.142926,0.0036765103005779163
2,264.0378760708395,0.89855072463768115,0.143079,0.0037724530872316952
3,17.4928556845359,0.015503875968992248,0.143149,0.05665238166881055
2,3.605551275463989,0.014492753623188406,0.133736,0.26639813527996586
3,263.3040068058213,0.46564885496183206,0.133873,0.003789263467126209
2,258.8532402733255,0.93478260869565222,0.13402,0.003847307403835314
3,5.385164807134504,0.019083969465648856,0.134084,0.18055975332957072
2,4.0,0.014285714285714285,0.139104,0.24076719710661118
3,262.39283526803854,0.48314606741573035,0.139222,0.0038020615816819615
2,254.5152254777698,0.90000000000000002,0.139368,0.0039130582095640871
3,4.47213595499958,0.0037453183520599251,0.139461,0.21666865440811714
2,10.04987562112089,0.014492753623188406,0.13374,0.098057400770179118
3,267.0524293093025,0.48872180451127817,0.133879,0.0037358733071770132
2,258.9710408520613,0.80434782608695654,0.134025,0.0038474943475434202
3,2.0,0.063909774436090222,0.134107,0.45495558160904109
2,10.04987562112089,0.022058823529411766,0.13907,0.097933558389930481
3,277.2183255125822,0.44176706827309237,0.139289,0.0035997200364859109
2,276.2842738919463,0.875,0.139377,0.0036062202134177178
3,8.48528137423857,0.024096385542168676,0.139512,0.11562177664123116
2,15.0,0.0,0.135428,0.066070150114023868
3,298.4845054605012,0.45490196078431372,0.135645,0.0033436423128712584
2,282.936388610585,0.8848920863309353,0.135749,0.0035216596013395371
3,5.0,0.027450980392156862,0.135882,0.19367335087578447
2,14.560219778561036,0.0071942446043165471,0.143377,0.067977309882608056
3,310.3868553917836,0.47328244274809161,0.143577,0.0032153956763251077
2,294.4163718273833,0.8848920863309353,0.143651,0.003384725712040276
3,3.605551275463989,0.0,0.143786,0.26671380207486073
2,17.0,0.007246376811594203,0.150544,0.058282563082917703
3,323.7838785362854,0.47709923664122139,0.150758,0.0030825025414615531
2,309.9580616793182,0.92753623188405798,0.15085,0.0032150572922099788
3,2.23606797749979,0.015267175572519083,0.150988,0.41626373151385121
2,24.020824298928627,0.021897810218978103,0.166242,0.041307013199385088
3,346.4390278245221,0.47368421052631576,0.16646,0.0028811870044999966
2,331.86895003901765,0.91240875912408759,0.16654,0.0030034729265742441
3,7.0710678118654755,0.015037593984962405,0.166687,0.13787792949834796
2,11.045361017187261,0.0,0.144763,0.089364514500828482
3,363.719672275229,0.46564885496183206,0.144986,0.0027447620481451107
2,354.9661955736067,0.83571428571428574,0.145072,0.0028094071616407879
3,2.23606797749979,0.019083969465648856,0.14521,0.41660383812708324
2,16.492422502470642,0.014285714285714285,0.165834,0.059978855473820473
3,378.6357088284199,0.46303501945525294,0.166068,0.0026366801473823639
2,371.46870662277865,0.93571428571428572,0.166163,0.0026840551648210907
3,7.0710678118654755,0.054474708171206226,0.166309,0.13713938047863178
2,3.1622776601683795,0.007246376811594203,0.145097,0.3016936140944555
3,387.1963326272603,0.4870848708487085,0.145298,0.0025784578604904147
2,400.5558637693374,0.83333333333333337,0.145388,0.0024904454985970985
3,15.811388300841896,0.066420664206642069,0.14553,0.062408964959256283
2,8.0,0.021582733812949641,0.140913,0.12251154948326932
3,395.5363447270048,0.43873517786561267,0.141056,0.002524512155294163
2,411.04865892008456,0.86330935251798557,0.141203,0.002426871262540117
3,9.055385138137417,0.023715415019762844,0.141279,0.10845540514192678
2,8.246211251235321,0.049295774647887321,0.142385,0.11851301212820724
3,396.83371832544674,0.47876447876447875,0.142529,0.0025160080268219289
2,417.612260356422,0.85915492957746475,0.142688,0.0023888349488234858
3,15.0,0.019305019305019305,0.142766,0.065954050652233184
2,21.02379604162864,0.037037037037037035,0.145391,0.047155966865692067
3,391.63503418361336,0.46969696969696972,0.145373,0.0025493938418666463
2,427.1170799675424,0.82962962962962961,0.145695,0.0023359442710528438
3,16.64331697709324,0.064393939393939392,0.145602,0.059335514919545869
2,22.090722034374522,0.028571428571428571,0.141698,0.044921629014796044
3,388.57303045888295,0.44939271255060731,0.141913,0.0025696085356585268
2,409.2725253422223,0.84285714285714286,0.142,0.0024374942236081972
3,5.0,0.044534412955465584,0.142136,0.19280191729595184
2,27.073972741361768,0.022058823529411766,0.144465,0.036710050333254439
3,365.9193900300994,0.46124031007751937,0.144677,0.0027283245657901785
2,395.77013530583633,0.88235294117647056,0.144764,0.0025201787420077284
3,7.0710678118654755,0.0077519379844961239,0.144906,0.13843271943439558
2,20.0,0.0071942446043165471,0.140982,0.049632283729292868
3,353.76404565755405,0.4609375,0.141178,0.002821939873529267
2,380.78471607983425,0.90647482014388492,0.141269,0.0026189496834867106
3,8.94427190999916,0.03515625,0.141424,0.10963887830411803
2,15.132745950421556,0.021739130434782608,0.138464,0.065389611559734842
3,350.202798389733,0.49056603773584906,0.138692,0.0028503666688358634
2,357.8826623350173,1.0,0.138776,0.0027853489881761876
3,7.280109889280518,0.041509433962264149,0.13892,0.13403856700876449
2,13.152946437965905,0.029629629629629631,0.138297,0.075070154555605534
3,334.59228921181074,0.49637681159420288,0.138514,0.0029830516723917851
2,337.24175304964837,0.91851851851851851,0.138622,0.0029559659195234731
3,9.433981132056603,0.061594202898550728,0.138766,0.1037953675537545
2,8.06225774829855,0.028776978417266189,0.156926,0.12124209039464975
3,318.9012386303948,0.47876447876447875,0.15716,0.0031295264383954711
2,308.65028754238995,0.8920863309352518,0.15739,0.003228933685622778
3,18.439088914585774,0.015444015444015444,0.157543,0.053728557940521976
2,8.0,0.05185185185185185,0.130212,0.12221855244672397
3,308.18500936937215,0.46007604562737642,0.130351,0.0032385995842492557
2,283.83269720030495,0.91111111111111109,0.130505,0.0035103200017434703
3,21.095023109728988,0.019011406844106463,0.130595,0.047070719647988798
2,14.142135623730951,0.021126760563380281,0.139524,0.069916446567228646
3,303.9161068452937,0.43798449612403101,0.139671,0.0032841395249296975
2,279.2131802046601,0.84507042253521125,0.139833,0.0035689037806928901
3,14.035668847618199,0.015503875968992248,0.139922,0.070466727160793857
2,20.09975124224178,0.062068965517241378,0.127992,0.049285818407801246
3,310.61873736141547,0.48091603053435117,0.128203,0.0032130799973786213
2,281.64161624305456,0.82068965517241377,0.128292,0.0035386881497032076
3,13.038404810405298,0.0076335877862595417,0.12843,0.075904390961024942
2,32.01562118716424,0.0073529411764705881,0.173182,0.03105960835864343
3,327.38509434609267,0.48106060606060608,0.173392,0.0030484129407295415
2,295.8530040408581,0.95588235294117652,0.173473,0.0033672033653487071
3,8.06225774829855,0.007575757575757576,0.173606,0.12130858718468136
2,32.01562118716424,0.043795620437956206,0.134014,0.031062237696140752
3,351.0911562543266,0.50751879699248126,0.134212,0.0028430665337645733
2,322.75842359263066,0.97080291970802923,0.1343,0.0030877203455693908
3,3.605551275463989,0.015037593984962405,0.13444,0.26630953709465072
2,31.78049716414141,0.038167938931297711,0.167481,0.031263535056007777
3,375.80047897787466,0.49629629629629629,0.167677,0.0026562932939860188
2,357.7988261579403,1.0458015267175573,0.167768,0.0027854191443527757
3,8.0,0.0074074074074074077,0.167903,0.12231951450967897
2,21.0,0.0073529411764705881,0.133779,0.047301156947623282
3,402.5878786054046,0.4962686567164179,0.133955,0.0024800473847524022
2,388.54214700595867,0.94117647058823528,0.134041,0.0025666207186209617
3,5.385164807134504,0.014925373134328358,0.134191,0.18069193946365841
2,17.46424919657298,0.022222222222222223,0.141135,0.056729199429694739
3,422.4038352098617,0.47727272727272729,0.14133,0.0023639407991606592
2,405.94088239545425,0.83703703703703702,0.141423,0.0024574894720466676
3,3.1622776601683795,0.060606060606060608,0.141561,0.29722586726579253
2,11.40175425099138,0.028985507246376812,0.132373,0.086481903351464176
3,429.78715662523,0.45967741935483869,0.132558,0.0023235313272072415
2,423.4631034694758,0.80434782608695654,0.132639,0.0023562671706869225
3,7.0710678118654755,0.0040322580645161289,0.132775,0.13873714379038382
2,6.0,0.029850746268656716,0.13992,0.16208057659270053
3,438.6171451277298,0.44578313253012047,0.140144,0.0022768511041002621
2,433.8686437160446,0.87313432835820892,0.140229,0.0022994743029179799
3,3.0,0.0080321285140562242,0.140388,0.31761961846939557
2,2.0,0.007246376811594203,0.131856,0.46748580658889943
3,441.45441440764864,0.44621513944223107,0.132035,0.0022622762528751255
2,441.1405671665212,0.92028985507246375,0.132115,0.0022614561136696833
3,2.23606797749979,0.055776892430278883,0.132247,0.41252561934826687
2,2.0,0.014388489208633094,0.16674,0.45847826249008589
3,444.9325791622816,0.48301886792452831,0.166874,0.0022442534497456841
2,437.0560604773717,0.87769784172661869,0.16702,0.0022825798297752228
3,7.280109889280518,0.01509433962264151,0.167111,0.13400666808161413
2,1.4142135623730951,0.014598540145985401,0.131045,0.64108436496205767
3,439.56796971571987,0.48275862068965519,0.13117,0.0022717881034620573
2,432.9491887046331,0.83941605839416056,0.13131,0.0023045727240846299
3,6.082762530298219,0.034482758620689655,0.131385,0.1600350722899006
2,5.0990195135927845,0.0,0.171894,0.18972043411852063
3,428.51487722131657,0.4642857142857143,0.172034,0.0023301810810283218
2,430.4474416232486,0.88888888888888884,0.172182,0.0023174513850914395
3,4.47213595499958,0.011904761904761904,0.172275,0.21476206958423988
2,3.1622776601683795,0.022222222222222223,0.131425,0.30157498600482596
3,422.91015594331617,0.45882352941176469,0.131642,0.0023612716234571022
2,425.47032799009617,0.88888888888888884,0.131716,0.0023447157322890747
3,3.1622776601683795,0.0,0.131857,0.30356986072599867
2,12.36931687685298,0.050724637681159424,0.115814,0.079771181060645957
3,412.8268402126974,0.48627450980392156,0.116045,0.0024187940702373586
2,426.2980178232125,0.94927536231884058,0.116172,0.0023399286122080414
3,9.219544457292887,0.054901960784313725,0.116344,0.10648730889308397
2,15.033296378372908,0.053435114503816793,0.14609,0.065647719988554107
3,402.2747817102136,0.48698884758364314,0.146287,0.0024819558240196027
2,423.6897449785633,0.85496183206106868,0.146374,0.0023546526997724115
3,8.48528137423857,0.096654275092936809,0.146524,0.11456775194883188
2,14.317821063276353,0.050724637681159424,0.133084,0.06895776685940147
3,398.15574842013774,0.40329218106995884,0.13328,0.0025081998030261807
2,416.7841167798984,0.84782608695652173,0.133368,0.0023936884513580587
3,8.246211251235321,0.049382716049382713,0.133507,0.11863661425829776
2,21.095023109728988,0.062068965517241378,0.145378,0.046942913026880112
3,386.17224136387637,0.46666666666666667,0.14558,0.0025854190924043301
2,406.7247226319049,0.73103448275862071,0.145653,0.0024533771846340941
3,6.4031242374328485,0.015686274509803921,0.145786,0.15233228701577445
2,23.021728866442675,0.11029411764705882,0.144825,0.042961143221948404
3,367.1511950137164,0.39840637450199201,0.145025,0.002719648121656754
2,386.80356771881,0.94117647058823528,0.145116,0.0025780514074580907
3,3.0,0.051792828685258967,0.145267,0.31278739016005042
2,19.1049731745428,0.10596026490066225,0.147498,0.05165707785406963
3,349.4252423623685,0.48863636363636365,0.147705,0.0028566402212894791
2,362.93250061133955,0.7483443708609272,0.147789,0.0027485467239198188
3,3.605551275463989,0.0,0.147943,0.26641841617738571
2,16.0312195418814,0.029629629629629631,0.143515,0.061711770324077569
3,332.3040776156681,0.50378787878787878,0.143737,0.0030034395164584052
2,335.37143587371895,0.99259259259259258,0.143826,0.002971698837716467
3,12.041594578792296,0.01893939393939394,0.143964,0.081937004064754126
2,19.026297590440446,0.022900763358778626,0.146091,0.052096114914885368
3,303.65934861288235,0.5018587360594795,0.146275,0.0032861498911595107
2,316.6654385941099,1.0458015267175573,0.146362,0.0031460628700642783
3,14.142135623730951,0.0037174721189591076,0.146511,0.069967431090729851
2,16.0312195418814,0.029850746268656716,0.145279,0.061704211245847428
3,286.0629301395062,0.5149253731343284,0.145495,0.0034876824584118204
2,294.70663379028304,0.91044776119402981,0.145587,0.0033810893203580611
3,6.082762530298219,0.044776119402985072,0.145724,0.15940668450214338
2,15.033296378372908,0.0,0.168017,0.065783789539048121
3,268.21819475941595,0.4921875,0.168252,0.0037191501018827445
2,269.3120866207085,0.96153846153846156,0.168341,0.0036976509766087099
3,15.033296378372908,0.00390625,0.168481,0.065764882687290624
2,11.40175425099138,0.0,0.131746,0.086703947478047133
3,245.63590942694026,0.49019607843137253,0.131897,0.0040607817403951647
2,258.3060200614767,0.98461538461538467,0.132046,0.0038547130668210271
3,2.23606797749979,0.011764705882352941,0.132122,0.42017606762953347
2,8.246211251235321,0.0,0.14673,0.11914774214019599
3,242.42112119202815,0.49612403100775193,0.146914,0.0041141400821764059
2,247.49343425634547,0.99230769230769234,0.146994,0.0040219965250533896
3,3.605551275463989,0.003875968992248062,0.147124,0.26620161284256633
2,4.47213595499958,0.015384615384615385,0.133992,0.21637937466799276
3,246.60291969074495,0.50579150579150578,0.13417,0.0040446058352033498
2,246.2925090212855,1.0153846153846153,0.13425,0.0040413487585540106
3,12.206555615733702,0.011583011583011582,0.134376,0.080955176348350213
2,12.041594578792296,0.0859375,0.171225,0.081309029326579504
3,261.3063336392748,0.46946564885496184,0.171344,0.0038175640606244229
2,261.2661478263114,0.9375,0.171496,0.0038113366434664475
3,10.770329614269007,0.053435114503816793,0.171576,0.090947613599929686
2,18.0,0.014388489208633094,0.133089,0.055104077169658885
3,287.27861041156547,0.44758064516129031,0.133272,0.0034739174087979733
2,288.3210016630769,0.76978417266187049,0.133365,0.0034575259262077922
3,16.55294535724685,0.0080645161290322578,0.133511,0.059899892161312758
2,11.0,0.014598540145985401,0.117326,0.089831726436306381
3,313.3368794125581,0.45121951219512196,0.117517,0.0031856709446055637
2,312.1554100123847,0.82481751824817517,0.117591,0.0031938900267430704
3,20.0,0.016260162601626018,0.117726,0.049667263696519019
2,20.024984394500787,0.0074074074074074077,0.148767,0.049551168484212454
3,340.55983321583886,0.46400000000000002,0.148909,0.0029310665134184778
2,345.8005205317077,0.98518518518518516,0.149064,0.0028823862215252281
3,24.041630560342615,0.071999999999999995,0.149134,0.041215418692826779
2,15.033296378372908,0.0,0.132738,0.065936814796227913
3,378.55646870711377,0.5,0.13289,0.0026372048081982204
2,396.18808664572435,0.92537313432835822,0.13304,0.0025173286625651318
3,31.78049716414141,0.037313432835820892,0.133133,0.031297980197824475
2,23.021728866442675,0.014925373134328358,0.194743,0.043045193953999472
3,431.1855748978623,0.48837209302325579,0.194897,0.0023155178103588889
2,438.42673276158695,0.96268656716417911,0.195043,0.0022748756739543997
3,30.01666203960727,0.01937984496124031,0.195119,0.033078451860260843
2,14.0,0.022727272727272728,0.129843,0.070658543340855279
3,472.6309342393915,0.48669201520912547,0.129996,0.0021130586884639726
2,472.9661721518781,0.94696969696969702,0.130146,0.0021095119910628443
3,16.64331697709324,0.022813688212927757,0.130227,0.059536717419727068
2,14.142135623730951,0.014814814814814815,0.149068,0.069900650855141216
3,498.3623179976592,0.46692607003891051,0.149192,0.0020040946215646211
2,485.9629615515981,0.96296296296296291,0.149335,0.0020530708149632572
3,8.54400374531753,0.031128404669260701,0.149418,0.11461909013171458
2,16.76305461424021,0.021897810218978103,0.130988,0.059115838369475142
3,511.9736321335309,0.49433962264150944,0.13119,0.0019508420508804292
2,497.6675597223512,0.9051094890510949,0.131279,0.0020051976800795181
3,6.708203932499369,0.01509433962264151,0.131419,0.14588493737983602
2,5.385164807134504,0.0,0.147976,0.18072917983771297
3,515.139786854015,0.48659003831417624,0.148203,0.0019388314953574402
2,501.5695365550025,1.0298507462686568,0.148285,0.0019890693783277246
3,9.486832980505138,0.042145593869731802,0.14843,0.1033334484448588
2,6.324555320336759,0.0,0.134105,0.15483087055240263
3,510.7102896946565,0.50735294117647056,0.134253,0.0019556004554487174
2,496.47759264643554,1.0746268656716418,0.134403,0.0020092965226841575
3,9.433981132056603,0.022058823529411766,0.134482,0.10426961166775166
2,2.23606797749979,0.007462686567164179,0.147571,0.41821726571806633
3,503.1470957881005,0.51438848920863312,0.147717,0.0019848783973470448
2,483.2225160316932,1.0298507462686568,0.147868,0.0020644085782872863
3,18.384776310850235,0.021582733812949641,0.147959,0.053895809999205659
2,7.0710678118654755,0.0074074074074074077,0.136365,0.13860320805562912
3,491.1995521170596,0.5,0.136491,0.002033197879647862
2,466.1544808322666,1.037037037037037,0.136628,0.002139824037646702
3,18.681541692269406,0.011029411764705883,0.136698,0.053108806001702591
2,4.0,0.014705882352941176,0.150399,0.24008999250820362
3,476.3465125305317,0.5127272727272727,0.150537,0.0020963930900989615
2,451.3501966322824,0.94117647058823528,0.150692,0.0022102277332958255
3,21.18962010041709,0.040000000000000001,0.150765,0.046771842289243512
